PaymentID,PolicyID,PaymentDate,Amount,PaymentType
a5e03d45-65e9-428d-9b96-e3766fd58a64,3a07d9c6-344d-4232-a9e3-d39e041ba959,2022-01-22,160,debit_order
6eaf5214-0ece-4b60-8b3b-a2233f2d3fa3,760937d4-592b-4754-842d-35de45f6ed10,2022-01-23,80,debit_order
30f53dca-9e6a-47d4-883c-0e42cf98642c,fa90f695-b3e2-4e54-bf74-c18d2c98100b,2022-01-24,80,payat
9a01479c-c8e2-4ab5-9473-cbad99d055b0,e94fcd71-19ac-4763-bbb9-8054ab5db418,2022-01-25,80,Debit Order
776e97ac-8e25-4bae-972a-091d32c94b24,31eacb9f-e1ee-44ca-9b7f-128bf2f5f3d5,2022-01-25,80,Bank Deposit
d692a38d-e36e-4c88-8e8a-bf589134cdb0,1959607e-997b-4214-989c-cc3c6d579b65,2022-01-27,80,payat
27b36af4-16c2-45e4-a8dd-45649668959c,385d9ed4-e492-4cf6-a5b9-ffc563c25b02,2022-01-27,-60,Bank Deposit
ea5acf7f-2b97-4e02-95d1-d50465498aba,ddc9a6bc-0a87-4e9a-b419-296146e42249,2022-01-28,80,Bank Deposit
420ed23b-73b4-4abf-b7fb-070d133e5e59,d48f7897-0757-4baf-b24c-3eae06aa319b,2022-01-28,80,debit_order
5816f2e2-1f04-4f56-af4a-e3b9c35fa144,f03aea7c-209b-4566-a49a-c210bcd37ebb,2022-01-29,80,bank_deposit
9ea5c342-9762-4815-8f05-4b475245947f,c6e5b0a2-511f-4aff-a779-70bae64922b0,2022-01-30,160,Bank Deposit
e52e919b-00ea-4f11-8256-1f883e30de3b,1446641b-75f2-407c-b2fd-3e8f0570b756,2022-01-30,80,PayAt
67102060-60c6-4619-ab14-d56634fc6d06,25c0c06a-d27c-4cf1-9823-f93c3644992f,2022-01-30,80,Bank Deposit
04ec8e37-59e8-421e-9866-d2b93505f507,31099080-2ecf-42b4-884d-868d5055d233,2022-01-31,80,PayAt
f0ddbb0d-2c30-40f5-bfea-1a40e3af04af,74c5cb96-a65d-40d0-b4b2-12f90cfa3e41,2022-01-31,80,Debit Order
0b292e06-6ad4-4ad0-bae9-c835ae1942cb,ddcc6923-8136-44c8-9e10-7222a1f0e678,2022-01-31,80,Bank Deposit
6bf47302-5800-4fa7-b27b-431dcec88316,518bee41-2e96-4a83-8d13-c06bd0bfa892,2022-02-02,80,Bank Deposit
67f7e73d-2c1a-4903-8358-0aacf3bcc949,bd2fac5c-b903-4e65-96cf-f3dea99c0f14,2022-02-02,80,payat
96d65d38-7a36-4b79-8dc2-1308db47cd14,97afe5b3-4faa-4dc7-b956-d3939fee35a4,2022-02-02,-150,bank_deposit
fdce30e9-5b9b-45b2-9d65-79977da68646,b694ab08-1293-4f5d-841a-68fa9959bfea,2022-02-02,-60,PayAt
6c1c1753-d209-46ae-9a6a-cdcc1e1ef9af,54be4a9b-c818-4d9a-a854-1e0a470f9151,2022-02-03,-60,bank_deposit
877f4f4a-8163-4bd3-80cb-493ef3cfab13,49162ee9-e5fc-44b7-b130-ed4c303122ca,2022-02-03,160,Bank Deposit
35068bac-e8b2-4daa-a625-0afc95ec70e7,a0ee635f-9bb1-4eed-862a-781bf615498e,2022-02-04,80,bank_deposit
6162f88b-b859-4111-bb11-0322a0df8978,b9ab5869-5686-43f5-89af-077ba015339e,2022-02-04,80,Debit Order
310e4893-0282-48a8-a035-2478bb100a60,045b453d-a58b-4886-9481-82cbff947582,2022-02-04,160,Bank Deposit
98b68317-b2e9-469a-b686-18a9ef5a9387,e2685c77-5563-4f7b-abb8-a79625d2db77,2022-02-04,160,PayAt
9b03c010-a05e-47d3-bc4e-8ae1017de507,20fbf912-895e-4fa3-8ac1-fa47e7581b0f,2022-02-04,80,bank_deposit
a67aa1d1-ee65-4622-97a6-628c9c5c2968,432f944e-23ef-439d-8a35-786f7090a235,2022-02-05,160,debit_order
55c57745-35aa-4a61-a869-c4700dd71f1e,c3a6e2d9-5bce-4f2e-8113-393582e3bb8b,2022-02-05,160,payat
bdb650a0-5f1c-4458-a28e-e1c9bc3f2a05,347c44c9-8375-4f7c-b584-15ee2e2a771a,2022-02-06,-150,Debit Order
616d946c-7a46-4969-91be-70edf3b198f7,10eb764a-a0b2-4bd6-bcd7-dc9773c334a9,2022-02-07,80,PayAt
c5a2059e-c704-47c9-99d5-2bb9a9de5144,e0851ccd-97b8-4e51-8d37-79a6592b7281,2022-02-07,80,Debit Order
38e5a871-f22f-4b5a-bae3-7d400f8f1df9,d4d92b34-fb1b-4569-890d-2441265ade7e,2022-02-07,160,debit_order
098bedae-5a3c-4fce-95c5-0acae5b6221f,9ecfce5d-03ad-4826-9133-cb647cd53211,2022-02-07,160,PayAt
917ac04b-05c7-475e-a5fe-6292fc243058,d8817217-db14-484e-8418-d58be87937f1,2022-02-08,80,bank_deposit
db3d29c4-ff12-49be-a10b-84d8f26e752a,25bf00a1-e086-4815-8ffc-e3c5ea6a85f6,2022-02-08,160,bank_deposit
47ad873a-1956-4c34-b934-d85e87d8f372,c44246c9-eb4f-49f5-b81b-b85c37a414ac,2022-02-10,160,Bank Deposit
a745153d-72b5-4170-80e0-2a3768f29ebd,684d50c2-ca64-4fe3-96e1-eb01b781e12a,2022-02-10,160,PayAt
985a75aa-142c-4bda-8411-7db37baf1974,549d845e-b727-40f2-8273-bf367df1b356,2022-02-10,80,Bank Deposit
90248aab-0ce4-480c-adf7-51a6b9b4421a,0d8a3c20-4f14-4976-8aeb-a93d24b6c95e,2022-02-12,160,Bank Deposit
665dd429-6cc7-48a3-943c-38b2a83a4f54,6fb4069e-84a5-44c4-8e46-cb206bfe5da0,2022-02-12,80,debit_order
18fa9602-c736-4674-bb2a-03744b3f9cdd,cb227afa-5e3f-4337-89d6-a37c34568149,2022-02-13,160,debit_order
4d50e594-0a3b-4826-a25a-44989a163761,8414b954-af89-4250-bbda-54fbb70a0b44,2022-02-13,80,PayAt
af2d3340-98cb-4788-9a5a-d6dfcd9002fe,a69e9efa-07a9-4757-b17a-d0f349e51c26,2022-02-13,-60,Debit Order
83cfe1bd-ee12-47fc-8907-747977208eb8,e1e785bc-b6e4-4bd0-a417-be42d4699857,2022-02-13,80,Bank Deposit
3529faba-d4ab-4a5c-83bf-baeaaf946894,43c881e0-3cb2-4f9e-bf0e-faf6a40bd71c,2022-02-14,320,PayAt
d8f5a21e-b144-475c-bd0d-0d0ea233604a,bfdc6511-e38e-4d0f-9917-d194f6ff6fa2,2022-02-15,160,Debit Order
0fcc8977-6180-41c6-929f-04a0e7ef8023,87a48383-654a-4dd9-81ba-707d47e94cdb,2022-02-15,80,payat
78a9dfd8-9773-4bfa-b52a-a15c49d33fa6,ea0ec79e-83cc-496c-9c67-bbc80f455a01,2022-02-15,80,PayAt
76f74004-9988-43fa-b143-3cb0e5bcff7b,6b293335-4f9d-462d-b40f-4a2c99756ae9,2022-02-16,160,PayAt
27c956aa-7c79-473f-845f-90b99b85485d,c8bfbe73-6666-4d4e-b9fd-d2e8b236cb80,2022-02-17,160,PayAt
aff11890-1d81-4b89-99df-119c269ffb6f,ed0150c0-4215-4629-a8bc-46a828694eb7,2022-02-17,80,PayAt
b74229b4-8234-4303-9f9b-99bee815963d,2dccd4f4-8b0f-479c-b7d7-d60d99126d6a,2022-02-18,160,Bank Deposit
4d743296-ce50-46cd-9e22-f8f44e5e6998,a64b985e-8dba-4b92-9d29-e607b51180a2,2022-02-18,80,payat
d1d6ce79-b0e8-456a-87ae-1ec7292b55f1,967fb38c-c490-46c8-8fb2-dca142f892e7,2022-02-18,160,bank_deposit
510b9e2c-faa2-4c54-bca7-8c1219d26484,62b95a97-f6c4-4ab8-8957-432a509fd307,2022-02-19,160,Bank Deposit
a4fc1d0a-bfd3-4bfb-86ab-f7721b8be0ef,83c878dd-cc48-418c-a8d8-c18646973b78,2022-02-19,160,payat
deb08c3a-0545-4cad-91bc-85d55d17a120,49533e76-d266-4dff-be98-5946cddeee64,2022-02-19,80,Bank Deposit
f276acb3-6f22-4bf4-985f-64dd4e3de212,1be64c68-5d37-43b9-a18a-3bb29cad5230,2022-02-20,160,Bank Deposit
b57ac889-c154-464c-8f3b-45dd0d67a808,d361219e-4bf4-4552-a820-a54b632a2d56,2022-02-21,160,bank_deposit
01e4cf59-5892-46f0-b714-b8dbcabc6671,95fe375e-f041-4d89-9059-a6a964f6d790,2022-02-21,80,PayAt
5d960ecb-ef14-4f25-8116-eba6b3c53cfc,3a07d9c6-344d-4232-a9e3-d39e041ba959,2022-02-22,160,debit_order
256178fc-cb64-4721-a5e3-0be1525991df,9ed3005f-e121-4af5-9e84-bc25b999b4fa,2022-02-22,80,bank_deposit
c915508e-7b4d-4398-9f75-04f03179616b,d3e80e1e-6899-42cf-8c1e-51689689c3c2,2022-02-22,160,Debit Order
bdcde1a4-4d7a-4cca-8b70-c5f41bb6b2d0,c6e92692-2baf-4149-ab29-46991e9b6dbf,2022-02-22,320,payat
fb12490b-3954-4947-8c4b-48d3dc580138,416ce362-09d1-41d2-aa44-e0a1df39d2fa,2022-02-23,80,payat
732f8f4a-e88e-4a1a-9dca-6c26c1ebd1a4,760937d4-592b-4754-842d-35de45f6ed10,2022-02-23,80,debit_order
8659fe9f-ffe0-4ab4-9ab9-fb65f60db0d3,e7e98dde-82e5-479e-8984-b65dbf495b27,2022-02-23,80,payat
07a0c701-1950-48c2-8f66-eef58b9dd2c1,604743e6-1680-4b32-b494-703d5f9e093b,2022-02-23,80,bank_deposit
ba688a27-3a89-4b2b-ac3f-c8d04226ce3e,10b742c7-ede7-4b7c-ac3c-c27052f6c420,2022-02-23,80,payat
e21a0ea9-1bf6-4579-ab43-0dec0ee016a2,341f9ca9-d74c-44fb-a463-cfc983b3541d,2022-02-23,80,bank_deposit
cb8430be-3fc6-45a2-9578-e1683b6b2203,fa90f695-b3e2-4e54-bf74-c18d2c98100b,2022-02-24,80,payat
0b05f057-0c96-4c84-a6ca-79ee6236730f,3719fe4f-ae48-47e4-a107-58f3862edb2d,2022-02-24,80,bank_deposit
151527f6-7d30-4e38-94a4-97e55505d0c2,02487a3b-7be6-4b27-9d2e-7559d4553cc9,2022-02-24,80,payat
7adafa54-bf4a-4063-b92a-9fbe2c05cacf,e94fcd71-19ac-4763-bbb9-8054ab5db418,2022-02-25,80,Debit Order
0be66eab-5519-449d-a8f8-0e216447bad1,ebc8b190-291b-43b2-b971-4d5a79b15b0b,2022-02-25,80,bank_deposit
69f01839-7d1b-4e11-8734-380378a3eeb3,31eacb9f-e1ee-44ca-9b7f-128bf2f5f3d5,2022-02-25,80,Bank Deposit
0011a51d-046e-490c-8661-9aff2151aea6,1e147342-d65c-419c-90fb-bac905968a19,2022-02-26,-60,bank_deposit
0facecda-8e6c-4c74-9fa8-a4350fa9a70e,1959607e-997b-4214-989c-cc3c6d579b65,2022-02-27,80,payat
185355f7-b204-4c41-9838-8ec4d23158fb,b9dcde3b-422c-4fff-9ddf-42d949ced198,2022-02-27,80,Debit Order
6787058f-d613-4067-b7a8-af05a9fca629,d48f7897-0757-4baf-b24c-3eae06aa319b,2022-02-28,80,debit_order
d3b64119-7a21-4e26-9671-141470f11179,74c5cb96-a65d-40d0-b4b2-12f90cfa3e41,2022-02-28,80,Debit Order
1adfd597-f8a5-46dd-9a3c-1329ddb51e86,f03aea7c-209b-4566-a49a-c210bcd37ebb,2022-02-28,80,bank_deposit
92e34a47-02be-436f-92bd-d9b640d3172e,31099080-2ecf-42b4-884d-868d5055d233,2022-02-28,80,PayAt
4763b39e-7955-4bfc-aad7-57dabaf0d2b2,1446641b-75f2-407c-b2fd-3e8f0570b756,2022-02-28,80,PayAt
bae339dd-5635-40bf-afd7-17e2ef999136,c6e5b0a2-511f-4aff-a779-70bae64922b0,2022-02-28,160,Bank Deposit
48cf4122-72b5-4439-84b6-2bb74ff22dc7,ddc9a6bc-0a87-4e9a-b419-296146e42249,2022-02-28,80,Bank Deposit
4dc582f5-ed1d-4193-a4d9-b8c9f3dfd360,25c0c06a-d27c-4cf1-9823-f93c3644992f,2022-02-28,80,Bank Deposit
3737a732-84d6-4362-9f45-1fde82faee5f,ddcc6923-8136-44c8-9e10-7222a1f0e678,2022-02-28,80,Bank Deposit
23a1ce5b-fdf1-4043-bdf6-4cb39eb08b95,eb0478b1-10fa-4462-ade8-0c1f5037888c,2022-03-01,160,Bank Deposit
a8b1a288-f7fc-457e-b6f2-bd20757f51d5,dee40528-c4ef-4f85-a29a-394f67a7ceef,2022-03-01,160,Bank Deposit
bf5e465f-be98-417f-945b-b08c4c98079b,518bee41-2e96-4a83-8d13-c06bd0bfa892,2022-03-02,80,Bank Deposit
4b2da6f6-cfd5-49c2-a37d-64fb991e8cf4,187c2d7f-ed3f-4ff5-80b6-aea44d4584d2,2022-03-02,80,debit_order
68679587-928f-4a4d-9199-00bdac103449,bd2fac5c-b903-4e65-96cf-f3dea99c0f14,2022-03-02,80,payat
f9c9529c-9a2e-4999-8e1a-cd2a8aefcce8,7f7f30c8-09d1-4c6e-bb0d-357ec07b65ce,2022-03-02,-60,debit_order
24526b44-1c9c-4958-9e35-e380942340a5,83de8f79-7894-4535-a7f6-44ecc29ed3a5,2022-03-03,80,PayAt
07e7d825-316b-4e25-9f3d-2af2b2457d32,49162ee9-e5fc-44b7-b130-ed4c303122ca,2022-03-03,160,Bank Deposit
d68fea32-f960-4357-8368-407738f2d382,562595dc-b734-4a64-88d7-a15148185be8,2022-03-03,80,PayAt
6f6b1fd8-1a4d-42ce-9d9a-da156cd58588,64c0aa1f-dc7e-4ea2-96d5-09b6a3dec8cb,2022-03-03,80,Debit Order
04d23708-be82-4ccb-a673-a10567c307f2,b9ab5869-5686-43f5-89af-077ba015339e,2022-03-04,80,Debit Order
487fc188-b3fe-4383-a544-8e7d51d2a2fb,20fbf912-895e-4fa3-8ac1-fa47e7581b0f,2022-03-04,80,bank_deposit
9dff5631-8b12-4de9-8b76-531eee74719b,a0ee635f-9bb1-4eed-862a-781bf615498e,2022-03-04,80,bank_deposit
1c612f16-09eb-4892-9c92-7d13af335cba,045b453d-a58b-4886-9481-82cbff947582,2022-03-04,160,Bank Deposit
6d21e30b-66f6-4084-8987-4aaa14d02a4d,e2685c77-5563-4f7b-abb8-a79625d2db77,2022-03-04,160,PayAt
f50de7f2-11ea-40b3-be0d-8e7296647563,432f944e-23ef-439d-8a35-786f7090a235,2022-03-05,160,debit_order
cd35e0b7-9bd1-4a1e-a0c4-7c535eebbe4f,c3a6e2d9-5bce-4f2e-8113-393582e3bb8b,2022-03-05,160,payat
517d9051-cca4-453c-be9f-bce02142384a,b40fee5d-bdf9-4365-a725-1613d0a08f62,2022-03-05,160,payat
e2f6a350-7e6f-4334-a811-a4181b6eba29,662de7fb-14f8-4f72-96f3-723ff5c4d814,2022-03-06,80,Bank Deposit
8d480aaa-2765-4637-82d3-22721820bf33,83cc379c-fc4c-44f8-8353-3a898e77c4ce,2022-03-06,80,bank_deposit
8a1da22e-2b13-4a7a-9de5-702b6a273119,d4d92b34-fb1b-4569-890d-2441265ade7e,2022-03-07,160,debit_order
6286bdd1-10d4-48eb-9c9b-f39bc464f109,2c41488b-19be-4b8e-9fb1-479bcb235018,2022-03-07,160,payat
5f62fdca-3bc6-42ed-be17-a94f4a65c8d2,e0851ccd-97b8-4e51-8d37-79a6592b7281,2022-03-07,80,Debit Order
7252f9fd-cbc0-4a5d-b549-9f86566f69b1,0704705f-fb02-4d7b-b26c-d7fafe3ca36b,2022-03-07,80,payat
ce714dcd-4816-47c3-8d33-a44fefcc6cda,10eb764a-a0b2-4bd6-bcd7-dc9773c334a9,2022-03-07,80,PayAt
26d0fadb-e684-46c5-a4d6-0d688c3796eb,9ecfce5d-03ad-4826-9133-cb647cd53211,2022-03-07,160,PayAt
e327532d-5d19-445a-8467-8cbd4660b611,2ef8cb51-b904-4ab5-b126-dcafb5409497,2022-03-08,160,Debit Order
3257660b-4c1c-4ce4-b8ba-48af71aed31f,25bf00a1-e086-4815-8ffc-e3c5ea6a85f6,2022-03-08,160,bank_deposit
1d356d8f-43cd-433a-bab5-aa40defccd5e,d8817217-db14-484e-8418-d58be87937f1,2022-03-08,80,bank_deposit
1aa80669-31bb-4ab5-9deb-6dd20dcecace,117f2009-db26-463f-b128-d8e64358baa6,2022-03-09,-150,payat
17f46378-e8b8-4496-b2a0-622ae948ab56,d5df29b4-f499-4578-9843-2eef68c29b29,2022-03-09,80,bank_deposit
f1dc16b5-c53f-4072-ab2d-7d4d53a018e2,549d845e-b727-40f2-8273-bf367df1b356,2022-03-10,80,Bank Deposit
e6af4243-f8ad-4ae1-96d6-a552a12acb32,17672640-257f-4303-8191-c4bd1ef3d8a3,2022-03-10,160,PayAt
0418c6d3-2ad9-4cd1-9e3d-44589630ba34,684d50c2-ca64-4fe3-96e1-eb01b781e12a,2022-03-10,160,PayAt
20fc00a0-b1f9-4e4f-a054-b9e1ec36ce69,8232a051-c630-4d7e-9ccd-a1a8f0456a73,2022-03-11,80,bank_deposit
6b2e39aa-9e78-447c-9efb-1d675b29d7e2,6f8877d6-a57f-41da-9b14-998f0e666415,2022-03-11,80,Debit Order
736389fe-a5a6-491b-9266-2ceb531598c9,6f5c0f73-e054-4fea-b67d-6d66dc423285,2022-03-11,80,PayAt
0da41d33-c22b-4ac3-9e93-11f9dd8511e7,0e33134a-c841-4a57-8469-c28a36407ab7,2022-03-11,160,payat
87cff79f-96e5-48e3-8bca-cfa9b5f66340,6fb4069e-84a5-44c4-8e46-cb206bfe5da0,2022-03-12,80,debit_order
bcde6ab2-d009-44e2-9bc1-b7843dc68a3c,20f602dd-4c55-4431-9862-41b6fdb6f72a,2022-03-12,80,bank_deposit
157bf073-8be3-4de5-957a-e7ec403d782d,0d8a3c20-4f14-4976-8aeb-a93d24b6c95e,2022-03-12,160,Bank Deposit
c2c3aa87-88ac-4993-b2c3-2b0fabd4b96c,dbd6e068-794d-4dab-9bb1-2a73b5d9a8b8,2022-03-13,80,payat
04d2d960-282a-4174-9a4d-f5336ce4be46,e1e785bc-b6e4-4bd0-a417-be42d4699857,2022-03-13,80,Bank Deposit
6c9253ef-c529-4a28-8d75-1e4565ceeb5f,c6be4da6-0f4c-466c-9d48-d824c95a1998,2022-03-13,80,payat
dfdc9e26-52b9-4ace-bc0c-ee0c827426d2,876921e7-140a-4802-8373-db4f325696c1,2022-03-13,80,PayAt
825652da-545c-4726-bf5b-1aa48a66acff,cb227afa-5e3f-4337-89d6-a37c34568149,2022-03-13,160,debit_order
8f16f449-56b0-4d0a-84b3-83d5f63be5ef,43c881e0-3cb2-4f9e-bf0e-faf6a40bd71c,2022-03-14,320,PayAt
589f64aa-a377-4d74-a76f-5cce044ea5b0,32f75a44-164e-4019-ac4f-2e2103e4a51f,2022-03-14,160,Debit Order
cf4a9fa8-99b2-4272-8919-8a513f3c8530,181a802b-7947-4033-9ee8-517189635ed9,2022-03-14,160,Bank Deposit
ffbe49de-c6fd-41b8-85a3-3a7aeee98a3f,ea0ec79e-83cc-496c-9c67-bbc80f455a01,2022-03-15,80,PayAt
c49cf972-b109-4de2-926b-735fcfda99cb,87a48383-654a-4dd9-81ba-707d47e94cdb,2022-03-15,80,payat
e6deb87f-5a86-4b9b-be27-ad9e41de9641,bfdc6511-e38e-4d0f-9917-d194f6ff6fa2,2022-03-15,160,Debit Order
24c30adc-d514-4061-a58d-d1d2b20212eb,b9825cc4-805c-4360-848e-009d03699e8d,2022-03-16,160,Debit Order
ee8caa84-1c0a-4f3a-85ac-d836ff000a68,6b293335-4f9d-462d-b40f-4a2c99756ae9,2022-03-16,160,PayAt
05a28bd0-3655-40da-8a20-e31ab3a9d9ee,ed0150c0-4215-4629-a8bc-46a828694eb7,2022-03-17,80,PayAt
1c450ff7-692c-441f-8a12-9e5a30650158,65062280-75f1-4c02-8f54-6f03fb0e18f3,2022-03-17,80,bank_deposit
e0e657a1-be08-4a49-9021-d560e60981cf,c8bfbe73-6666-4d4e-b9fd-d2e8b236cb80,2022-03-17,160,PayAt
037d7727-632b-4bba-a0dd-a47df331574b,a64b985e-8dba-4b92-9d29-e607b51180a2,2022-03-18,80,payat
f9a70736-cbde-4448-afff-27bc9dac2dbc,c79e62d0-96af-4a5e-ac66-48922df72500,2022-03-18,160,Debit Order
268503d4-156d-4894-8ebb-271c1bbedbfd,967fb38c-c490-46c8-8fb2-dca142f892e7,2022-03-18,160,bank_deposit
75a97ec7-7298-4d2e-996f-b06dd5674a3b,49533e76-d266-4dff-be98-5946cddeee64,2022-03-19,80,Bank Deposit
5429cc61-bef5-4b00-8114-c5919d9ffadd,62b95a97-f6c4-4ab8-8957-432a509fd307,2022-03-19,160,Bank Deposit
a64c256c-e34f-4c63-abd1-4b4fd28b25d6,83c878dd-cc48-418c-a8d8-c18646973b78,2022-03-19,160,payat
9411af06-c4be-445e-9a4d-7844ffb4b714,073e4913-55b3-4527-b2d2-ede95fc9cfa3,2022-03-20,160,debit_order
7589b4a0-730b-4ebd-8ac3-2a844356916c,3b082f32-0e5d-48f1-92b2-9922cec195db,2022-03-20,80,payat
8c4f425b-4641-4868-91e1-64b5531f258c,93a95d78-f1a6-46fb-a9e6-ce392fa87b27,2022-03-20,80,PayAt
9420eb9c-9536-48a4-88cf-c329b30a4640,1be64c68-5d37-43b9-a18a-3bb29cad5230,2022-03-20,160,Bank Deposit
cf798ff6-b42c-4a1d-8b18-50f67d110036,95fe375e-f041-4d89-9059-a6a964f6d790,2022-03-21,80,PayAt
45b8a0e1-eee4-4ef9-a872-0331670f36b0,d361219e-4bf4-4552-a820-a54b632a2d56,2022-03-21,160,bank_deposit
7b5e6d43-9f97-446f-853a-c40ed10467a0,3a07d9c6-344d-4232-a9e3-d39e041ba959,2022-03-22,160,debit_order
22e2a1b5-0da0-425e-a5d1-5652870c6f00,9ed3005f-e121-4af5-9e84-bc25b999b4fa,2022-03-22,80,bank_deposit
3a534978-05f3-4c1a-8b75-0c931d70aede,d3e80e1e-6899-42cf-8c1e-51689689c3c2,2022-03-22,160,Debit Order
0e92cd00-e100-4fb0-83d9-3a9e462328bc,c6e92692-2baf-4149-ab29-46991e9b6dbf,2022-03-22,320,payat
7e21325d-b6c2-4a76-9e70-535c96fc8968,e7e98dde-82e5-479e-8984-b65dbf495b27,2022-03-23,80,payat
8ac71cb9-6d5d-43a1-b2d7-9ea7c2513289,f42839c4-9824-43d9-9887-7f7014eae5e1,2022-03-23,160,Bank Deposit
d2fb3ca9-d987-4eea-b019-27a58a0feaa7,760937d4-592b-4754-842d-35de45f6ed10,2022-03-23,80,debit_order
32d52667-176b-47b0-9dfa-ce2dda59313b,341f9ca9-d74c-44fb-a463-cfc983b3541d,2022-03-23,80,bank_deposit
6f6f17c0-b205-4ea9-8513-5e48bb41a3aa,604743e6-1680-4b32-b494-703d5f9e093b,2022-03-23,80,bank_deposit
04960aea-14a8-4964-ba3d-d849dc924e20,aa3ff736-8fb3-41e8-a335-54531e27c033,2022-03-23,80,bank_deposit
ae5cfd7d-fb99-4e7f-ba39-7b1e5d851c16,416ce362-09d1-41d2-aa44-e0a1df39d2fa,2022-03-23,80,payat
d7ed21b7-1252-45ba-8458-a090e71250fd,10b742c7-ede7-4b7c-ac3c-c27052f6c420,2022-03-23,80,payat
a7a03c1e-f899-48b9-afd8-181ae6ae746b,02487a3b-7be6-4b27-9d2e-7559d4553cc9,2022-03-24,80,payat
4e2acd17-2f68-42cc-a997-8d800266a8ce,3719fe4f-ae48-47e4-a107-58f3862edb2d,2022-03-24,80,bank_deposit
72f76060-ebc1-41f6-8f8a-76aceca0f671,fa90f695-b3e2-4e54-bf74-c18d2c98100b,2022-03-24,80,payat
6f4d76fd-c797-4fb5-8ce9-b35be0feffd3,c5fc0891-8e33-4ae9-b190-bb4913bc352b,2022-03-24,80,Debit Order
71e4d73e-dcb4-40f2-970d-35eb7d6b1afe,791211f4-f46f-4a7b-ade9-bd721363b5ef,2022-03-24,160,debit_order
00489094-d81c-474c-8d2d-be520c88062a,ebc8b190-291b-43b2-b971-4d5a79b15b0b,2022-03-25,80,bank_deposit
92c86e6f-3c43-47d9-8c8c-dbf95284c053,31eacb9f-e1ee-44ca-9b7f-128bf2f5f3d5,2022-03-25,80,Bank Deposit
81fd5e86-51ee-4a23-ad8c-e10002a5ec42,e94fcd71-19ac-4763-bbb9-8054ab5db418,2022-03-25,80,Debit Order
592b1a0c-6421-4d7a-bd84-11e6bc7b9bc1,9fc0516f-d171-473b-9c38-e90fe13d60e6,2022-03-25,-60,Debit Order
1e057c09-af45-431f-950f-4b2703cc468a,e40844ac-a014-4bd3-96d0-f83a1b6fa327,2022-03-26,80,debit_order
ca9ca9e1-076e-4614-92c4-aa0c81e210ca,694f0392-c39f-403e-bb80-4e99cbdd796d,2022-03-26,80,Bank Deposit
f0f58f90-e612-4197-86db-97d403de5265,d0ba0a5c-71fa-4424-9aa5-5260d939d2fe,2022-03-26,-60,bank_deposit
1483c05c-06ce-40ca-9254-6f3bc60df57c,9853f1d7-0cd9-45dc-bb7d-f90b7cd330eb,2022-03-27,80,debit_order
f3bd6be5-bb4d-44e7-a499-e6e825f2e7c5,53351b76-9c41-4530-a7ab-28a2d37ce6a3,2022-03-27,80,bank_deposit
49fc43fd-8b93-4f85-9547-313b61447686,b9dcde3b-422c-4fff-9ddf-42d949ced198,2022-03-27,80,Debit Order
574317ae-11f2-4bfb-9d66-70293fdcc3e1,1959607e-997b-4214-989c-cc3c6d579b65,2022-03-27,80,payat
d29e20d4-2078-4b17-b2b1-e6c6aa4fd03a,ddcc6923-8136-44c8-9e10-7222a1f0e678,2022-03-28,80,Bank Deposit
