PolicyID,PolicyType,CustomerID,AgentID,RegistrationDate,Premium,CommencementDate,SuspensionDate
9ee96406-aad2-41f1-bfda-745fdd8b64ff,Fire,0b46d98d-c953-4290-a215-5740596dca22,625d64db-63dd-4f32-a9dc-60ae3c5611a2,2022-10-07,80,07/01/2023,2024-01-07 00:00:00
756ef80b-fcf1-41c4-a64a-5f5433f0abe6,Fire+Funeral,0b8d8fde-7e9b-4a04-a8f4-fe4c19d2b98c,47ea8da6-7785-4a5b-a76e-d367c93c5cc6,2023-02-21,160,14/03/2023,2023-12-14 00:00:00
d9426aff-89c6-4084-85a9-3c5064378f0b,Fire,0b8d8fde-7e9b-4a04-a8f4-fe4c19d2b98c,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-02-21,80,21/02/2023,2023-11-21 00:00:00
a3f35522-fd87-440c-85db-643240f5858b,Fire,0c1e8ac5-1cf2-455e-a301-c20a0bbca526,36c42c66-e07e-42cd-a201-29fc35a4bafe,2022-07-13,80,,
5afeed63-45a0-4bd8-b58b-2226ce5a295e,Fire+Funeral,0c1e8ac5-1cf2-455e-a301-c20a0bbca526,47ea8da6-7785-4a5b-a76e-d367c93c5cc6,2022-12-27,160,27/12/2022,2024-02-27 00:00:00
c92dfdec-9ce1-42c5-8eb4-0f646876f043,Fire,0c1e8ac5-1cf2-455e-a301-c20a0bbca526,da1ee87d-6b76-4798-b2a0-fac3c186a202,2023-03-07,80,07/05/2023,2023-08-07 00:00:00
c501bd3a-ae9a-41e6-b989-1dd3b5c23ef0,Fire,0cc7305b-ff8e-4db2-b05b-7422046cebac,625d64db-63dd-4f32-a9dc-60ae3c5611a2,2022-08-07,80,07/08/2022,2023-10-07 00:00:00
fa37ef38-b75b-4510-a22b-4b3285da0506,Fire,0cc7305b-ff8e-4db2-b05b-7422046cebac,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-12-12,80,12/12/2023,2024-03-12 00:00:00
ad1117f1-86f0-486e-acc4-a7c2e5283f52,Fire+Funeral,0d61aedf-c671-4116-8741-4f742bfa46ff,b59c8cca-0e05-4643-b8c9-aaab9641334a,1974-06-16,160,22/04/1977,
e8d7f17d-8714-4e28-9b78-33d57858b3f5,FIRE & FUNERAL,0d907237-9d58-4f09-bc98-a7ee7c01ee6b,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-01-29,160,29/01/2023,2024-01-29 00:00:00
372d5ce4-df22-4d31-9d43-425185d0d808,Fire,0d907237-9d58-4f09-bc98-a7ee7c01ee6b,36c42c66-e07e-42cd-a201-29fc35a4bafe,2022-03-22,80,14/05/2022,2024-04-14 00:00:00
7bf1ce24-a611-4456-b7c8-4607e5a4ee27,Fire,0dd6de91-ad98-46a0-b3ec-85e27dcf8315,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2023-02-14,80,17/03/2023,2023-11-17 00:00:00
f0ca84e1-561a-4d68-acc6-d3d470670797,Fire,0dd6de91-ad98-46a0-b3ec-85e27dcf8315,bd31484d-3af7-4360-978b-520c97141ea0,2022-12-08,80,,
996eaaf1-262f-4f9b-a5d0-4f65b6f29006,Fire,0dd6de91-ad98-46a0-b3ec-85e27dcf8315,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2022-09-17,80,03/11/2022,2024-02-03 00:00:00
a3c8d0f2-578d-44d6-b7e2-f24b250e0313,Fire+Funeral,0dd6de91-ad98-46a0-b3ec-85e27dcf8315,64c82c54-364d-44a1-8658-9035f138bbb6,2022-04-22,160,,
42212e60-d982-4acd-9c5e-58e2037e5c0c,Fire+Funeral,0ef8ccaa-88a9-4b80-b0d1-33a5367db168,da1ee87d-6b76-4798-b2a0-fac3c186a202,2023-04-29,160,,
926db362-c50a-4e03-80b0-67f83f5a27dd,Fire,0ef8ccaa-88a9-4b80-b0d1-33a5367db168,bd31484d-3af7-4360-978b-520c97141ea0,2023-02-05,80,,
a335d618-3d1b-4d5a-b207-dc08c4ecc429,Fire,0fef7b83-8c81-4e9e-b1c9-1fcd00db1358,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-10-01,80,01/10/2023,2024-02-01 00:00:00
d0a3832e-a1bd-41ce-a088-73c4d412254a,Fire,0fef7b83-8c81-4e9e-b1c9-1fcd00db1358,36c42c66-e07e-42cd-a201-29fc35a4bafe,2023-09-02,80,24/09/2023,2024-01-24 00:00:00
c2d54481-9c0b-420a-b5dd-095e903094ba,Fire+Funeral,0fef7b83-8c81-4e9e-b1c9-1fcd00db1358,36c42c66-e07e-42cd-a201-29fc35a4bafe,2022-04-21,160,21/04/2022,2022-09-21 00:00:00
4c918a53-5bb3-44a8-b143-f6bb20729fe3,Fire,0fef7b83-8c81-4e9e-b1c9-1fcd00db1358,64c82c54-364d-44a1-8658-9035f138bbb6,2023-02-04,80,04/03/2023,2024-03-04 00:00:00
80cdabe2-801f-45e5-9167-ddf32d459266,FIRE & FUNERAL,0ff37be7-7626-47c0-89fb-2074d310eb92,2d654aa6-c8bc-4d8b-a80c-0876f6df0ee5,2023-04-17,160,,
d74dfa9c-d64a-44db-b9ec-d1c692e50499,Fire+Funeral,1093d738-3cca-408d-85c7-f25509350645,960b7799-0478-4b1b-b1b4-5c1e9390a93e,2022-10-05,160,25/12/2022,2024-05-25 00:00:00
3dbea95d-89a6-4fe6-bdce-02c8119b7e71,Fire,1093d738-3cca-408d-85c7-f25509350645,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2023-05-02,80,,
0a36dbc6-6dd8-469a-ae6b-0a54ceb11568,Fire,12b73bb5-2b4b-4f5c-9442-190eaeb906b7,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-12-07,80,07/12/2023,2024-03-07 00:00:00
2ea8fb82-f43c-4250-bc1c-63f909fce9d1,FIRE & FUNERAL,12b73bb5-2b4b-4f5c-9442-190eaeb906b7,960b7799-0478-4b1b-b1b4-5c1e9390a93e,2022-03-30,160,,
b1a83fad-2a4d-412b-a87f-0b7815bbc0bd,Fire,12b73bb5-2b4b-4f5c-9442-190eaeb906b7,2d654aa6-c8bc-4d8b-a80c-0876f6df0ee5,2022-11-06,80,06/11/2022,2023-07-06 00:00:00
05da53f4-6b08-4156-809d-eed7cf549133,Fire,12d83992-01c1-4dd5-86a8-5780cf4e9f2d,43555da1-2d0a-44ad-8a26-89d1233c7653,2022-10-14,80,19/10/2022,2023-03-19 00:00:00
6f8877d6-a57f-41da-9b14-998f0e666415,Fire,12d83992-01c1-4dd5-86a8-5780cf4e9f2d,bd31484d-3af7-4360-978b-520c97141ea0,2022-02-15,80,11/03/2022,2024-03-11 00:00:00
1a0b7117-0e73-4a2a-97b5-6e7d28841812,Fire+Funeral,12d83992-01c1-4dd5-86a8-5780cf4e9f2d,da1ee87d-6b76-4798-b2a0-fac3c186a202,2023-07-16,160,28/07/2023,2023-11-28 00:00:00
ac2d3be6-f2f8-4565-81f9-d60bee3b49e6,Fire,12d83992-01c1-4dd5-86a8-5780cf4e9f2d,2d654aa6-c8bc-4d8b-a80c-0876f6df0ee5,2023-03-22,80,28/03/2023,2024-03-28 00:00:00
b65ced61-dd60-4ee4-91bd-57e27a417f20,Fire,12f293cf-a6c6-45ef-9cfc-91e040e8c4a0,bd31484d-3af7-4360-978b-520c97141ea0,2023-11-11,80,11/11/2023,2024-03-11 00:00:00
7f911fd5-320a-4ff0-8ed8-821bc6746f5c,Fire+Funeral,12f293cf-a6c6-45ef-9cfc-91e040e8c4a0,625d64db-63dd-4f32-a9dc-60ae3c5611a2,2022-11-09,160,,
d0ebff92-878e-4b59-a5a6-3cca42390402,Fire,1312e5de-3d3b-4fa6-b1ee-635322071129,64c82c54-364d-44a1-8658-9035f138bbb6,2023-04-05,80,05/04/2023,2023-11-05 00:00:00
93a95d78-f1a6-46fb-a9e6-ce392fa87b27,Fire,1312e5de-3d3b-4fa6-b1ee-635322071129,da1ee87d-6b76-4798-b2a0-fac3c186a202,2022-03-19,80,20/03/2022,2023-11-20 00:00:00
c1e7b634-8e4e-443f-a305-998a356c16cd,Fire,1312e5de-3d3b-4fa6-b1ee-635322071129,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2023-04-10,80,,
4867a31f-3048-4fb2-b8d0-631e6c702e25,FIRE & FUNERAL,13959b9d-5297-46a5-a2a6-831e9fb5174a,47ea8da6-7785-4a5b-a76e-d367c93c5cc6,2023-05-22,160,16/06/2023,2024-04-16 00:00:00
7ef2f9ea-501e-4df1-a10a-1452aa6b3720,Fire,13959b9d-5297-46a5-a2a6-831e9fb5174a,47ea8da6-7785-4a5b-a76e-d367c93c5cc6,2022-02-15,80,07/04/2022,2023-07-07 00:00:00
e17c7a08-8488-40a4-b1cf-8340c7efafaa,Fire,13f9973a-43bc-41b6-b081-cd81b528a049,bd31484d-3af7-4360-978b-520c97141ea0,2022-10-28,80,28/10/2022,2023-06-28 00:00:00
a3b0ce8e-0134-4c64-9074-69e660c73b2c,FIRE & FUNERAL,13f9973a-43bc-41b6-b081-cd81b528a049,2d654aa6-c8bc-4d8b-a80c-0876f6df0ee5,2022-11-10,160,07/12/2022,2024-03-07 00:00:00
20c1ebee-0d9f-4b07-ab66-8f87420fce7c,Fire+Funeral,14af282f-7fbf-4dc1-9679-ece46ba6db92,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-01-12,160,01/02/2023,2024-03-01 00:00:00
11268696-3b62-4339-aae3-99ed32617891,Fire,155fccb2-bc8b-41c2-b0b0-0bde4e94a7d8,64c82c54-364d-44a1-8658-9035f138bbb6,2022-08-29,80,21/09/2022,2024-05-21 00:00:00
eeb028c1-b583-4686-b8f2-678fcbfc4c11,Fire+Funeral,155fccb2-bc8b-41c2-b0b0-0bde4e94a7d8,36c42c66-e07e-42cd-a201-29fc35a4bafe,2022-05-04,160,29/05/2022,2024-03-29 00:00:00
35fce9e9-fccc-4266-b712-ec7141f1e913,Fire,15c0038e-76e5-4b40-9078-c94ba077ef67,960b7799-0478-4b1b-b1b4-5c1e9390a93e,2022-06-15,80,,
cce1b99d-6f75-435c-b7cd-bddf30514048,Fire,15c0038e-76e5-4b40-9078-c94ba077ef67,47ea8da6-7785-4a5b-a76e-d367c93c5cc6,2023-10-19,80,06/11/2023,2024-03-06 00:00:00
bbac2411-fc53-4258-b9a9-96c9999a3b30,Fire+Funeral,15fb2e81-a301-46c5-a583-342c60727604,95d272c1-5620-439e-b6d1-59ce61151a18,1974-06-13,160,06/10/1977,
432fc5b4-0bd3-4b53-82f8-f9fc05bb5025,Fire,166d1a8d-b161-4643-aa4a-f23f0886d1dc,960b7799-0478-4b1b-b1b4-5c1e9390a93e,2022-08-05,80,23/08/2022,2023-03-23 00:00:00
d6821026-7506-4d4a-8e7b-1767636466f7,Fire,166d1a8d-b161-4643-aa4a-f23f0886d1dc,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2023-11-01,80,01/11/2023,2024-02-01 00:00:00
70791aef-adb8-4d14-90e9-5cef9b8e1bd6,Fire+Funeral,176e7742-4edd-4a62-b684-03c2eb312937,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2022-11-08,160,11/11/2022,2024-04-11 00:00:00
b27beb4c-ef1f-46a0-8cb3-65b907f5fb15,Fire,176e7742-4edd-4a62-b684-03c2eb312937,64c82c54-364d-44a1-8658-9035f138bbb6,2022-12-07,80,26/12/2022,2023-12-26 00:00:00
574c4ab5-55f4-4c1e-8f62-5320aa88f758,Fire,176e7742-4edd-4a62-b684-03c2eb312937,2d654aa6-c8bc-4d8b-a80c-0876f6df0ee5,2022-12-06,80,08/12/2022,2023-09-08 00:00:00
c08204f4-1e60-4cd2-bafb-642a3a2035ae,Fire+Funeral,177725b3-d23c-43cd-96b5-b11a20103edd,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-05-16,160,16/05/2023,2023-12-16 00:00:00
2582911e-3c73-49e4-8725-92bee14574c5,FIRE & FUNERAL,17b9df0f-1822-481f-9fd3-577a58f5563e,e901767a-1df9-44e3-88a6-10f80a67bb98,1973-03-01,160,22/04/1971,
7f66acd4-ad87-4444-991f-45ad99509f9f,Fire,17c0d5fc-111e-4dd7-8959-1170a5b8df75,43555da1-2d0a-44ad-8a26-89d1233c7653,2022-07-05,80,,
111d9439-bc17-4b38-897f-e95d61e80ca1,Fire,17c0d5fc-111e-4dd7-8959-1170a5b8df75,43555da1-2d0a-44ad-8a26-89d1233c7653,2023-04-19,80,19/04/2023,2023-11-19 00:00:00
15c2b854-be0a-4ff3-b1bd-0ca2e7916d1f,FIRE & FUNERAL,17c0d5fc-111e-4dd7-8959-1170a5b8df75,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2022-10-04,160,25/10/2022,2024-02-25 00:00:00
1446641b-75f2-407c-b2fd-3e8f0570b756,Fire,17c0d5fc-111e-4dd7-8959-1170a5b8df75,43555da1-2d0a-44ad-8a26-89d1233c7653,2022-01-30,80,30/01/2022,2023-05-30 00:00:00
960aca6b-f6c0-42e7-9f7a-b05763a8fe2e,Fire+Funeral,17cd72ae-5ef7-446b-bcb2-d3978de76549,bd31484d-3af7-4360-978b-520c97141ea0,2023-08-26,160,17/09/2023,2023-12-17 00:00:00
73c324f8-fda4-4f03-8274-c37735cd9f0d,Fire,17cd72ae-5ef7-446b-bcb2-d3978de76549,bd31484d-3af7-4360-978b-520c97141ea0,2022-08-25,80,20/09/2022,2024-02-20 00:00:00
fd395597-913f-43db-aef4-aca6a975371e,Fire,17d73bc6-38c3-487a-a0d0-132672796d9f,64c82c54-364d-44a1-8658-9035f138bbb6,2022-08-10,80,17/08/2022,2024-03-17 00:00:00
dcc07871-3a4b-421b-a33e-4582dd65894a,Fire+Funeral,17d73bc6-38c3-487a-a0d0-132672796d9f,36c42c66-e07e-42cd-a201-29fc35a4bafe,2022-07-11,160,11/07/2022,2024-02-11 00:00:00
ef7b1ef1-3b0f-48c2-8c58-35dafb84ab14,Fire,17d73bc6-38c3-487a-a0d0-132672796d9f,da1ee87d-6b76-4798-b2a0-fac3c186a202,2023-06-13,80,13/06/2023,2024-04-13 00:00:00
7277a1f0-466c-40cc-945b-a43781c15e53,Fire,181ff245-1cf9-4a02-bd65-a14b658edbdd,f0e8919d-5e22-457e-a1aa-fcac3bf60645,1976-08-06,80,16/08/1973,
ec40fc13-78c9-49b0-801c-a0b9f55a5ee2,FIRE & FUNERAL,18257f22-233b-42ad-9fd6-675895802f75,233b0e63-ede1-4ba3-83c2-9e9829cf6f08,1976-06-29,160,03/12/1976,
7afbedc7-fd92-4edb-9b8c-9ec6d4c1c35b,Fire,185dfc59-ee46-4abb-8763-cc3c030094bd,47ea8da6-7785-4a5b-a76e-d367c93c5cc6,2023-03-07,80,07/03/2023,2023-06-07 00:00:00
5bb81da2-96ce-4716-a40f-35d25ccb5408,Fire+Funeral,185dfc59-ee46-4abb-8763-cc3c030094bd,64c82c54-364d-44a1-8658-9035f138bbb6,2022-04-12,160,29/04/2022,2022-09-29 00:00:00
41d4410a-5a08-43aa-900c-fe70700eb800,Fire,185dfc59-ee46-4abb-8763-cc3c030094bd,06c8893b-642e-4b23-8ed2-0ddd33c39f06,2023-08-20,80,20/08/2023,2024-03-20 00:00:00
ae8d6255-3b77-4175-9b19-79b30a7afb9f,Fire+Funeral,18757c3f-e858-493f-90ea-1292b55d777e,64c82c54-364d-44a1-8658-9035f138bbb6,2023-08-03,160,11/08/2023,2024-01-11 00:00:00
837b7173-7e8f-479b-943f-ec6482da54d2,Fire,18757c3f-e858-493f-90ea-1292b55d777e,960b7799-0478-4b1b-b1b4-5c1e9390a93e,2023-03-21,80,,
